  ,COMMESSA,ORE
  ,"          PROG  "" PROGETTAZIONE""",8.35
  ,"          SALD  "" SALDATURA""",4.07
  ,"     25/572  ""ARE SRL""",37.48
  ,"          IMBA  "" IMBALLAGGIO""",7.3
  ,"          NEST  "" TAGLIO / NESTING""",2.47
  ,"          PIEG  "" PIEGATURA""",7.69
  ,"          PROD  "" PRODUZIONE""",4.17
  ,"          PROG  "" PROGETTAZIONE""",11.86
  ,"          SALD  "" SALDATURA""",3.99
  ,"     25/573  ""ARE SRL""",66.55
  ,"          IMBA  "" IMBALLAGGIO""",21.93
  ,"          NEST  "" TAGLIO / NESTING""",1.8
  ,"          PIEG  "" PIEGATURA""",11.26
  ,"          PROD  "" PRODUZIONE""",4.16
  ,"          PROG  "" PROGETTAZIONE""",22.94
  ,"          SALD  "" SALDATURA""",4.46
  ,"     25/574  ""ARE SRL""",33.68
  ,"          IMBA  "" IMBALLAGGIO""",7.03
  ,"          NEST  "" TAGLIO / NESTING""",2.7
  ,"          PIEG  "" PIEGATURA""",9.99
  ,"          PROD  "" PRODUZIONE""",0.02
  ,"          PROG  "" PROGETTAZIONE""",10.67
  ,"          SALD  "" SALDATURA""",3.27
  ,"     25/575  ""CENTER LIFT SRL""",38.67
  ,"          IMBA  "" IMBALLAGGIO""",7.67
  ,"          NEST  "" TAGLIO / NESTING""",3.8
  ,"          PIEG  "" PIEGATURA""",18.4
  ,"          PROG  "" PROGETTAZIONE""",6.2
  ,"          SALD  "" SALDATURA""",2.6
  ,"     25/576  ""SELE LIFT SRL""",73.86
  ,"          IMBA  "" IMBALLAGGIO""",8.51
  ,"          NEST  "" TAGLIO / NESTING""",3.25
  ,"          PIEG  "" PIEGATURA""",17.96
  ,"          PROG  "" PROGETTAZIONE""",34.42
  ,"          SALD  "" SALDATURA""",9.72
  ,"     25/577  ""MODESTO SRL""",66.73
  ,"          IMBA  "" IMBALLAGGIO""",9.7
  ,"          NEST  "" TAGLIO / NESTING""",2.93
  ,"          PIEG  "" PIEGATURA""",24.5
  ,"          PROD  "" PRODUZIONE""",0.78
  ,"          PROG  "" PROGETTAZIONE""",21.9
  ,"          SALD  "" SALDATURA""",6.92
  ,"     25/580  ""GRIMEL SRL""",4.72
  ,"          IMBA  "" IMBALLAGGIO""",0.99
  ,"          NEST  "" TAGLIO / NESTING""",1.6
  ,"          PIEG  "" PIEGATURA""",1.48
  ,"          PROG  "" PROGETTAZIONE""",0.65
  ,"     25/582  ""GLATT TECHNOLOGY SOLUTIONS GMBH""",0.23
  ,"          IMBA  "" IMBALLAGGIO""",0.23
  ,"     25/583  ""CORAL""",69.38
  ,"          IMBA  "" IMBALLAGGIO""",13.69
  ,"          NEST  "" TAGLIO / NESTING""",0.37
  ,"          PIEG  "" PIEGATURA""",4.73
  ,"          PROG  "" PROGETTAZIONE""",31.24
  ,"          SALD  "" SALDATURA""",19.35
  ,"     25/584  ""CORAL""",12.08
  ,"          NEST  "" TAGLIO / NESTING""",0.3
  ,"          PIEG  "" PIEGATURA""",3.25
  ,"          PROG  "" PROGETTAZIONE""",8.53
  ,"     25/586  ""ZEUS ELECTROSTATIC SYSTEM SRL""",0.07
  ,"          IMBA  "" IMBALLAGGIO""",0.07
  ,"     25/588  ""LUX IMPIANTI DI NICOLAS FABBRI""",52.89
  ,"          IMBA  "" IMBALLAGGIO""",8.85
  ,"          NEST  "" TAGLIO / NESTING""",7.23
  ,"          PIEG  "" PIEGATURA""",23.8
  ,"          PROD  "" PRODUZIONE""",0.43
  ,"          PROG  "" PROGETTAZIONE""",7.05
  ,"          SALD  "" SALDATURA""",5.53
  ,"     25/589  ""PANGEA SRL-GMBH""",44.96
  ,"          IMBA  "" IMBALLAGGIO""",6.11
  ,"          NEST  "" TAGLIO / NESTING""",8.17
  ,"          PIEG  "" PIEGATURA""",10.85
  ,"          PROG  "" PROGETTAZIONE""",16.41
  ,"          SALD  "" SALDATURA""",3.42
  ,"     25/591  ""BULGHERINI MC""",38.78
  ,"          IMBA  "" IMBALLAGGIO""",3.92
  ,"          NEST  "" TAGLIO / NESTING""",10.34
  ,"          PIEG  "" PIEGATURA""",7.52
  ,"          PROD  "" PRODUZIONE""",1.92
  ,"          PROG  "" PROGETTAZIONE""",7.65
  ,"          SALD  "" SALDATURA""",7.43
  ,"     25/592  ""ARE SRL""",39.24
  ,"          IMBA  "" IMBALLAGGIO""",7.74
  ,"          NEST  "" TAGLIO / NESTING""",10.95
  ,"          PIEG  "" PIEGATURA""",7.71
  ,"          PROD  "" PRODUZIONE""",3.0
  ,"          PROG  "" PROGETTAZIONE""",5.43
  ,"          SALD  "" SALDATURA""",4.41
  ,"     25/593  ""ARE SRL""",50.77
  ,"          IMBA  "" IMBALLAGGIO""",9.14
  ,"          NEST  "" TAGLIO / NESTING""",11.41
  ,"          PIEG  "" PIEGATURA""",13.76
  ,"          PROD  "" PRODUZIONE""",2.23
  ,"          PROG  "" PROGETTAZIONE""",8.85
  ,"          SALD  "" SALDATURA""",5.38
  ,"     25/594  ""ARE SRL""",46.39
  ,"          IMBA  "" IMBALLAGGIO""",6.22
  ,"          NEST  "" TAGLIO / NESTING""",11.38
  ,"          PIEG  "" PIEGATURA""",6.41
  ,"          PROD  "" PRODUZIONE""",0.78
  ,"          PROG  "" PROGETTAZIONE""",18.37
  ,"          SALD  "" SALDATURA""",3.23
  ,"     25/596  ""ARE SRL""",2.35
  ,"          IMBA  "" IMBALLAGGIO""",0.32
  ,"          NEST  "" TAGLIO / NESTING""",0.57
  ,"          PIEG  "" PIEGATURA""",0.34
  ,"          PROG  "" PROGETTAZIONE""",1.12
  ,"     25/599  ""COMPAGNIA SIDERURGICA SPA""",164.37
  ,"          IMBA  "" IMBALLAGGIO""",40.78
  ,"          NEST  "" TAGLIO / NESTING""",18.87
  ,"          PIEG  "" PIEGATURA""",15.1
  ,"          PROD  "" PRODUZIONE""",3.65
  ,"          PROG  "" PROGETTAZIONE""",52.61
  ,"          SALD  "" SALDATURA""",33.36
  ,"     25/600  ""COMPAGNIA SIDERURGICA SPA""",113.48
  ,"          IMBA  "" IMBALLAGGIO""",40.79
  ,"          NEST  "" TAGLIO / NESTING""",11.43
  ,"          PIEG  "" PIEGATURA""",20.93
  ,"          PROD  "" PRODUZIONE""",0.33
  ,"          PROG  "" PROGETTAZIONE""",29.97
  ,"          SALD  "" SALDATURA""",10.03
  ,"     25/601  ""ESA ELECOMP SERVIZI ASCENSORI SRL""",3.67
  ,"          IMBA  "" IMBALLAGGIO""",0.33
  ,"          NEST  "" TAGLIO / NESTING""",2.22
  ,"          PIEG  "" PIEGATURA""",0.3
  ,"          PROG  "" PROGETTAZIONE""",0.82
  ,"     25/602  ""SELE LIFT SRL""",2.99
  ,"          IMBA  "" IMBALLAGGIO""",0.47
  ,"          NEST  "" TAGLIO / NESTING""",0.0
  ,"          PROG  "" PROGETTAZIONE""",2.52
  ,"     25/603  ""VENETA21 SRL""",44.48
  ,"          IMBA  "" IMBALLAGGIO""",5.42
  ,"          NEST  "" TAGLIO / NESTING""",3.15
  ,"          PIEG  "" PIEGATURA""",15.68
  ,"          PROG  "" PROGETTAZIONE""",13.55
  ,"          SALD  "" SALDATURA""",6.68
  ,"     25/604  ""VENETA21 SRL""",54.95
  ,"          IMBA  "" IMBALLAGGIO""",12.81
  ,"          NEST  "" TAGLIO / NESTING""",5.39
  ,"          PIEG  "" PIEGATURA""",12.85
  ,"          PROG  "" PROGETTAZIONE""",20.62
  ,"          SALD  "" SALDATURA""",3.28
  ,"     25/605  ""TK ELEVATOR ITALIA SPA""",42.45
  ,"          IMBA  "" IMBALLAGGIO""",12.33
  ,"          NEST  "" TAGLIO / NESTING""",7.11
  ,"          PIEG  "" PIEGATURA""",11.24
  ,"          PROD  "" PRODUZIONE""",1.17
  ,"          PROG  "" PROGETTAZIONE""",2.02
  ,"          SALD  "" SALDATURA""",8.58
  ,"     25/606  ""ARE SRL""",4.02
  ,"          IMBA  "" IMBALLAGGIO""",0.15
  ,"          NEST  "" TAGLIO / NESTING""",0.35
  ,"          PIEG  "" PIEGATURA""",1.6
  ,"          PROG  "" PROGETTAZIONE""",1.92
  ,"     25/607  ""MATTHEWS INTERNATIONAL CORPORATION""",2.39
  ,"          IMBA  "" IMBALLAGGIO""",0.39
  ,"          PROG  "" PROGETTAZIONE""",2.0
  ,"     25/608  ""ARE SRL""",41.25
  ,"          IMBA  "" IMBALLAGGIO""",11.02
  ,"          NEST  "" TAGLIO / NESTING""",9.43
  ,"          PIEG  "" PIEGATURA""",4.97
  ,"          PROD  "" PRODUZIONE""",3.67
  ,"          PROG  "" PROGETTAZIONE""",5.16
  ,"          SALD  "" SALDATURA""",7.0
  ,"     25/609  ""ARE SRL""",92.72
  ,"          IMBA  "" IMBALLAGGIO""",13.68
  ,"          NEST  "" TAGLIO / NESTING""",6.1
  ,"          PIEG  "" PIEGATURA""",12.38
  ,"          PROD  "" PRODUZIONE""",0.02
  ,"          PROG  "" PROGETTAZIONE""",53.34
  ,"          SALD  "" SALDATURA""",7.2
  ,"     25/610  ""ARE SRL""",59.96
  ,"          IMBA  "" IMBALLAGGIO""",23.02
  ,"          NEST  "" TAGLIO / NESTING""",9.79
  ,"          PIEG  "" PIEGATURA""",14.37
  ,"          PROD  "" PRODUZIONE""",6.7
  ,"          PROG  "" PROGETTAZIONE""",3.8
  ,"          SALD  "" SALDATURA""",2.28
  ,"     25/611  ""ARE SRL""",56.92
  ,"          IMBA  "" IMBALLAGGIO""",13.37
  ,"          NEST  "" TAGLIO / NESTING""",12.49
  ,"          PIEG  "" PIEGATURA""",12.15
  ,"          PROG  "" PROGETTAZIONE""",12.89
  ,"          SALD  "" SALDATURA""",6.02
  ,"     25/612  ""ARE SRL""",46.76
  ,"          IMBA  "" IMBALLAGGIO""",7.69
  ,"          NEST  "" TAGLIO / NESTING""",4.96
  ,"          PIEG  "" PIEGATURA""",13.94
  ,"          PROG  "" PROGETTAZIONE""",16.39
  ,"          SALD  "" SALDATURA""",3.78
  ,"     25/613  ""ARE SRL""",43.73
  ,"          IMBA  "" IMBALLAGGIO""",6.86
  ,"          NEST  "" TAGLIO / NESTING""",4.86
  ,"          PIEG  "" PIEGATURA""",15.0
  ,"          PROG  "" PROGETTAZIONE""",14.3
  ,"          SALD  "" SALDATURA""",2.71
  ,"     25/614  ""ARE SRL""",41.78
  ,"          IMBA  "" IMBALLAGGIO""",5.49
  ,"          NEST  "" TAGLIO / NESTING""",4.97
  ,"          PIEG  "" PIEGATURA""",13.16
  ,"          PROG  "" PROGETTAZIONE""",14.79
  ,"          SALD  "" SALDATURA""",3.37
  ,"     25/615  ""BELLETTI SRL""",70.0
  ,"          IMBA  "" IMBALLAGGIO""",11.4
  ,"          NEST  "" TAGLIO / NESTING""",5.51
  ,"          PIEG  "" PIEGATURA""",24.77
  ,"          PROD  "" PRODUZIONE""",0.27
  ,"          PROG  "" PROGETTAZIONE""",22.4
  ,"          SALD  "" SALDATURA""",5.65
  ,"     25/616  ""FEREGOTTO ELEVATORI SRL""",81.9
  ,"          IMBA  "" IMBALLAGGIO""",12.63
  ,"          NEST  "" TAGLIO / NESTING""",8.1
  ,"          PIEG  "" PIEGATURA""",17.22
  ,"          PROG  "" PROGETTAZIONE""",30.85
  ,"          SALD  "" SALDATURA""",13.1
  ,"     25/617  ""GLATT TECHNOLOGY SOLUTIONS GMBH""",73.8
  ,"          IMBA  "" IMBALLAGGIO""",25.84
  ,"          NEST  "" TAGLIO / NESTING""",1.35
  ,"          PIEG  "" PIEGATURA""",8.69
  ,"          PROD  "" PRODUZIONE""",0.37
  ,"          PROG  "" PROGETTAZIONE""",7.65
  ,"          SALD  "" SALDATURA""",29.9
  ,"     25/618  ""PAPILLO ASCENSORI SRL""",42.87
  ,"          IMBA  "" IMBALLAGGIO""",7.8
  ,"          NEST  "" TAGLIO / NESTING""",6.04
  ,"          PIEG  "" PIEGATURA""",11.36
  ,"          PROG  "" PROGETTAZIONE""",7.21
  ,"          SALD  "" SALDATURA""",10.46
  ,"     25/619  ""SAT SRL""",0.35
  ,"          PIEG  "" PIEGATURA""",0.35
  ,"     25/622  ""BMP SRL""",34.59
  ,"          IMBA  "" IMBALLAGGIO""",7.43
  ,"          NEST  "" TAGLIO / NESTING""",4.44
  ,"          PIEG  "" PIEGATURA""",8.16
  ,"          PROG  "" PROGETTAZIONE""",9.85
  ,"          SALD  "" SALDATURA""",4.71
  ,"     25/623  ""CORAL""",117.46
  ,"          IMBA  "" IMBALLAGGIO""",23.08
  ,"          NEST  "" TAGLIO / NESTING""",4.01
  ,"          PIEG  "" PIEGATURA""",13.33
  ,"          PROD  "" PRODUZIONE""",0.1
  ,"          PROG  "" PROGETTAZIONE""",58.87
  ,"          SALD  "" SALDATURA""",18.07
  ,"     25/624  ""ZENIT HOME SRL""",2.33
  ,"          IMBA  "" IMBALLAGGIO""",1.33
  ,"          PIEG  "" PIEGATURA""",1.0
  ,"     25/625  ""SAT SRL""",4.5
  ,"          IMBA  "" IMBALLAGGIO""",0.25
  ,"          PROG  "" PROGETTAZIONE""",4.25
  ,"     25/626  ""SAT SRL""",0.25
  ,"          IMBA  "" IMBALLAGGIO""",0.25
  ,"     25/627  ""RIAM ASCENSORI SRL""",56.53
  ,"          IMBA  "" IMBALLAGGIO""",15.12
  ,"          NEST  "" TAGLIO / NESTING""",4.91
  ,"          PIEG  "" PIEGATURA""",14.07
  ,"          PROD  "" PRODUZIONE""",1.4
  ,"          PROG  "" PROGETTAZIONE""",13.88
  ,"          SALD  "" SALDATURA""",7.15
  ,"     25/629  ""MEIC SERVICES SPA""",45.88
  ,"          IMBA  "" IMBALLAGGIO""",12.72
  ,"          NEST  "" TAGLIO / NESTING""",3.46
  ,"          PIEG  "" PIEGATURA""",21.24
  ,"          PROD  "" PRODUZIONE""",0.15
  ,"          PROG  "" PROGETTAZIONE""",2.51
  ,"          SALD  "" SALDATURA""",5.8
  ,"     25/630  ""RIAM ASCENSORI SRL""",102.9
  ,"          IMBA  "" IMBALLAGGIO""",9.92
  ,"          NEST  "" TAGLIO / NESTING""",4.63
  ,"          PIEG  "" PIEGATURA""",20.2
  ,"          PROD  "" PRODUZIONE""",0.6
  ,"          PROG  "" PROGETTAZIONE""",61.12
  ,"          SALD  "" SALDATURA""",6.43
  ,"     25/632  ""KALEIDOSCOPIO S.C.S.""",1.29
  ,"          IMBA  "" IMBALLAGGIO""",0.07
  ,"          NEST  "" TAGLIO / NESTING""",0.6
  ,"          PIEG  "" PIEGATURA""",0.62
  ,"     25/633  ""VALMET TISSUE CONVERTING SPA""",2.03
  ,"          IMBA  "" IMBALLAGGIO""",0.1
  ,"          PROG  "" PROGETTAZIONE""",1.93
  ,"     25/634  ""RIAM ASCENSORI SRL""",0.6
  ,"          IMBA  "" IMBALLAGGIO""",0.15
  ,"          PROG  "" PROGETTAZIONE""",0.45
  ,"     25/635  ""RIAM ASCENSORI SRL""",2.48
  ,"          IMBA  "" IMBALLAGGIO""",0.33
  ,"          NEST  "" TAGLIO / NESTING""",1.22
  ,"          PIEG  "" PIEGATURA""",0.25
  ,"          PROG  "" PROGETTAZIONE""",0.68
  ,"     25/636  ""ARE SRL""",30.92
  ,"          IMBA  "" IMBALLAGGIO""",8.2
  ,"          NEST  "" TAGLIO / NESTING""",4.06
  ,"          PIEG  "" PIEGATURA""",9.98
  ,"          PROG  "" PROGETTAZIONE""",5.55
  ,"          SALD  "" SALDATURA""",3.13
  ,"     25/637  ""ARE SRL""",39.36
  ,"          IMBA  "" IMBALLAGGIO""",14.44
  ,"          NEST  "" TAGLIO / NESTING""",2.17
  ,"          PIEG  "" PIEGATURA""",11.62
  ,"          PROG  "" PROGETTAZIONE""",2.18
  ,"          SALD  "" SALDATURA""",8.95
  ,"     25/638  ""ARE SRL""",28.96
  ,"          IMBA  "" IMBALLAGGIO""",4.24
  ,"          NEST  "" TAGLIO / NESTING""",5.36
  ,"          PIEG  "" PIEGATURA""",8.21
  ,"          PROG  "" PROGETTAZIONE""",4.46
  ,"          SALD  "" SALDATURA""",6.69
  ,"     25/639  ""ARE SRL""",50.7
  ,"          IMBA  "" IMBALLAGGIO""",10.35
  ,"          NEST  "" TAGLIO / NESTING""",3.91
  ,"          PIEG  "" PIEGATURA""",17.4
  ,"          PROG  "" PROGETTAZIONE""",14.17
  ,"          SALD  "" SALDATURA""",4.87
  ,"     25/640  ""ARE SRL""",23.93
  ,"          IMBA  "" IMBALLAGGIO""",4.3
  ,"          NEST  "" TAGLIO / NESTING""",4.14
  ,"          PIEG  "" PIEGATURA""",9.63
  ,"          PROG  "" PROGETTAZIONE""",2.83
  ,"          SALD  "" SALDATURA""",3.03
  ,"     25/641  ""ARE SRL""",33.12
  ,"          IMBA  "" IMBALLAGGIO""",11.23
  ,"          NEST  "" TAGLIO / NESTING""",5.22
  ,"          PIEG  "" PIEGATURA""",8.52
  ,"          PROG  "" PROGETTAZIONE""",3.1
  ,"          SALD  "" SALDATURA""",5.05
  ,"     25/642  ""ARE SRL""",29.35
  ,"          IMBA  "" IMBALLAGGIO""",7.47
  ,"          NEST  "" TAGLIO / NESTING""",5.0
  ,"          PIEG  "" PIEGATURA""",9.14
  ,"          PROG  "" PROGETTAZIONE""",0.52
  ,"          SALD  "" SALDATURA""",7.22
  ,"     25/643  ""ARE SRL""",32.84
  ,"          IMBA  "" IMBALLAGGIO""",7.3
  ,"          NEST  "" TAGLIO / NESTING""",3.82
  ,"          PIEG  "" PIEGATURA""",16.29
  ,"          PROG  "" PROGETTAZIONE""",3.35
  ,"          SALD  "" SALDATURA""",2.08
  ,"     25/644  ""ARE SRL""",15.71
  ,"          IMBA  "" IMBALLAGGIO""",2.5
  ,"          NEST  "" TAGLIO / NESTING""",3.86
  ,"          PIEG  "" PIEGATURA""",5.5
  ,"          PROG  "" PROGETTAZIONE""",2.03
  ,"          SALD  "" SALDATURA""",1.82
  ,"     25/645  ""ARE SRL""",37.3
  ,"          IMBA  "" IMBALLAGGIO""",7.52
  ,"          NEST  "" TAGLIO / NESTING""",6.05
  ,"          PIEG  "" PIEGATURA""",16.17
  ,"          PROG  "" PROGETTAZIONE""",1.73
  ,"          SALD  "" SALDATURA""",5.83
  ,"     25/646  ""SCHINDLER SPA""",1.55
  ,"          IMBA  "" IMBALLAGGIO""",0.67
  ,"          NEST  "" TAGLIO / NESTING""",0.3
  ,"          PIEG  "" PIEGATURA""",0.58
  ,"     25/647  ""AMMAR SRL""",42.2
  ,"          IMBA  "" IMBALLAGGIO""",7.81
  ,"          NEST  "" TAGLIO / NESTING""",5.16
  ,"          PIEG  "" PIEGATURA""",22.12
  ,"          PROG  "" PROGETTAZIONE""",4.68
  ,"          SALD  "" SALDATURA""",2.43
  ,"     25/649  ""AMMAR SRL""",30.62
  ,"          IMBA  "" IMBALLAGGIO""",3.35
  ,"          NEST  "" TAGLIO / NESTING""",2.16
  ,"          PIEG  "" PIEGATURA""",9.92
  ,"          PROD  "" PRODUZIONE""",0.67
  ,"          PROG  "" PROGETTAZIONE""",9.12
  ,"          SALD  "" SALDATURA""",5.4
  ,"     25/652  ""AV ASCENSORI SRL""",95.32
  ,"          IMBA  "" IMBALLAGGIO""",11.73
  ,"          NEST  "" TAGLIO / NESTING""",3.73
  ,"          PIEG  "" PIEGATURA""",20.86
  ,"          PROG  "" PROGETTAZIONE""",57.54
  ,"          SALD  "" SALDATURA""",1.46
  ,"     25/653  ""FEREGOTTO ELEVATORI SRL""",34.53
  ,"          IMBA  "" IMBALLAGGIO""",2.95
  ,"          NEST  "" TAGLIO / NESTING""",4.39
  ,"          PIEG  "" PIEGATURA""",9.12
  ,"          PROG  "" PROGETTAZIONE""",13.54
  ,"          SALD  "" SALDATURA""",4.53
  ,"     25/654  ""VIMA ASCENSORI SRL""",25.24
  ,"          IMBA  "" IMBALLAGGIO""",0.95
  ,"          NEST  "" TAGLIO / NESTING""",3.1
  ,"          PIEG  "" PIEGATURA""",4.05
  ,"          PROG  "" PROGETTAZIONE""",10.77
  ,"          SALD  "" SALDATURA""",6.37
  ,"     25/655  ""VIMA ASCENSORI SRL""",16.81
  ,"          IMBA  "" IMBALLAGGIO""",1.39
  ,"          NEST  "" TAGLIO / NESTING""",3.32
  ,"          PIEG  "" PIEGATURA""",3.3
  ,"          PROG  "" PROGETTAZIONE""",0.88
  ,"          SALD  "" SALDATURA""",7.92
  ,"     25/656  ""CENTER LIFT SRL""",42.83
  ,"          IMBA  "" IMBALLAGGIO""",8.17
  ,"          NEST  "" TAGLIO / NESTING""",5.54
  ,"          PIEG  "" PIEGATURA""",14.64
  ,"          PROG  "" PROGETTAZIONE""",8.88
  ,"          SALD  "" SALDATURA""",5.6
  ,"     25/657  ""RIAM ASCENSORI SRL""",1.06
  ,"          IMBA  "" IMBALLAGGIO""",0.53
  ,"          NEST  "" TAGLIO / NESTING""",0.3
  ,"          PIEG  "" PIEGATURA""",0.23
  ,"     25/658  ""DETTO SRL""",5.52
  ,"          IMBA  "" IMBALLAGGIO""",1.57
  ,"          NEST  "" TAGLIO / NESTING""",0.43
  ,"          PIEG  "" PIEGATURA""",2.1
  ,"          PROG  "" PROGETTAZIONE""",1.42
  ,"     25/659  ""SELE LIFT SRL""",5.48
  ,"          NEST  "" TAGLIO / NESTING""",0.28
  ,"          PIEG  "" PIEGATURA""",1.78
  ,"          PROG  "" PROGETTAZIONE""",3.42
  ,"     25/660  ""MSM SRL""",77.36
  ,"          IMBA  "" IMBALLAGGIO""",12.9
  ,"          NEST  "" TAGLIO / NESTING""",7.59
  ,"          PIEG  "" PIEGATURA""",21.55
  ,"          PROD  "" PRODUZIONE""",1.17
  ,"          PROG  "" PROGETTAZIONE""",26.06
  ,"          SALD  "" SALDATURA""",8.09
  ,"     25/661  ""ALPEMAC SRL""",57.07
  ,"          IMBA  "" IMBALLAGGIO""",17.46
  ,"          NEST  "" TAGLIO / NESTING""",4.38
  ,"          PIEG  "" PIEGATURA""",9.09
  ,"          PROG  "" PROGETTAZIONE""",12.54
  ,"          SALD  "" SALDATURA""",13.6
  ,"     25/662  ""ALPEMAC SRL""",76.54
  ,"          IMBA  "" IMBALLAGGIO""",32.9
  ,"          NEST  "" TAGLIO / NESTING""",7.12
  ,"          PIEG  "" PIEGATURA""",7.5
  ,"          PROD  "" PRODUZIONE""",0.5
  ,"          PROG  "" PROGETTAZIONE""",11.76
  ,"          SALD  "" SALDATURA""",16.76
  ,"     25/664  ""AMMAR SRL""",40.3
  ,"          IMBA  "" IMBALLAGGIO""",4.87
  ,"          NEST  "" TAGLIO / NESTING""",2.02
  ,"          PIEG  "" PIEGATURA""",12.01
  ,"          PROD  "" PRODUZIONE""",0.67
  ,"          PROG  "" PROGETTAZIONE""",13.68
  ,"          SALD  "" SALDATURA""",7.05
  ,"     25/665  ""AMMAR SRL""",50.33
  ,"          IMBA  "" IMBALLAGGIO""",5.51
  ,"          NEST  "" TAGLIO / NESTING""",3.33
  ,"          PIEG  "" PIEGATURA""",13.89
  ,"          PROD  "" PRODUZIONE""",0.53
  ,"          PROG  "" PROGETTAZIONE""",13.12
  ,"          SALD  "" SALDATURA""",13.95
  ,"     25/666  ""AMMAR SRL""",24.84
  ,"          IMBA  "" IMBALLAGGIO""",4.38
  ,"          NEST  "" TAGLIO / NESTING""",4.68
  ,"          PIEG  "" PIEGATURA""",5.3
  ,"          PROD  "" PRODUZIONE""",0.73
  ,"          PROG  "" PROGETTAZIONE""",4.09
  ,"          SALD  "" SALDATURA""",5.66
  ,"     25/667  ""ALICRON SRL""",23.86
  ,"          IMBA  "" IMBALLAGGIO""",0.47
  ,"          NEST  "" TAGLIO / NESTING""",6.84
  ,"          PIEG  "" PIEGATURA""",4.37
  ,"          PROG  "" PROGETTAZIONE""",7.83
  ,"          SALD  "" SALDATURA""",4.35
  ,"     25/668  ""NEULIFT SPA""",48.92
  ,"          IMBA  "" IMBALLAGGIO""",8.02
  ,"          NEST  "" TAGLIO / NESTING""",8.3
  ,"          PIEG  "" PIEGATURA""",12.51
  ,"          PROD  "" PRODUZIONE""",0.58
  ,"          PROG  "" PROGETTAZIONE""",10.99
  ,"          SALD  "" SALDATURA""",8.52
  ,"     25/669  ""NEULIFT SPA""",76.76
  ,"          IMBA  "" IMBALLAGGIO""",7.65
  ,"          NEST  "" TAGLIO / NESTING""",6.38
  ,"          PIEG  "" PIEGATURA""",17.28
  ,"          PROD  "" PRODUZIONE""",0.28
  ,"          PROG  "" PROGETTAZIONE""",41.2
  ,"          SALD  "" SALDATURA""",3.97
  ,"     25/670  ""VIMA ASCENSORI SRL""",150.62
  ,"          IMBA  "" IMBALLAGGIO""",22.84
  ,"          NEST  "" TAGLIO / NESTING""",9.89
  ,"          PIEG  "" PIEGATURA""",34.43
  ,"          PROG  "" PROGETTAZIONE""",66.15
  ,"          SALD  "" SALDATURA""",17.31
  ,"     25/671  ""MECA TECHNOLOGY SRL""",23.96
  ,"          IMBA  "" IMBALLAGGIO""",2.63
  ,"          NEST  "" TAGLIO / NESTING""",2.22
  ,"          PIEG  "" PIEGATURA""",11.01
  ,"          PROD  "" PRODUZIONE""",0.47
  ,"          SALD  "" SALDATURA""",7.63
  ,"     25/672  ""CENTER LIFT SRL""",44.55
  ,"          IMBA  "" IMBALLAGGIO""",8.36
  ,"          NEST  "" TAGLIO / NESTING""",8.0
  ,"          PIEG  "" PIEGATURA""",13.37
  ,"          PROD  "" PRODUZIONE""",0.02
  ,"          PROG  "" PROGETTAZIONE""",7.33
  ,"          SALD  "" SALDATURA""",7.47
  ,"     25/673  ""LIFT 2000 GMBH-SRL""",56.37
  ,"          IMBA  "" IMBALLAGGIO""",8.1
  ,"          NEST  "" TAGLIO / NESTING""",3.57
  ,"          PIEG  "" PIEGATURA""",12.44
  ,"          PROG  "" PROGETTAZIONE""",28.86
  ,"          SALD  "" SALDATURA""",3.4
  ,"     25/674  ""MODESTO SRL""",97.04
  ,"          IMBA  "" IMBALLAGGIO""",15.94
  ,"          NEST  "" TAGLIO / NESTING""",7.3
  ,"          PIEG  "" PIEGATURA""",14.13
  ,"          PROD  "" PRODUZIONE""",0.82
  ,"          PROG  "" PROGETTAZIONE""",52.92
  ,"          SALD  "" SALDATURA""",5.93
  ,"     25/675  ""SCHINDLER SPA""",0.9
  ,"          IMBA  "" IMBALLAGGIO""",0.05
  ,"          NEST  "" TAGLIO / NESTING""",0.3
  ,"          PIEG  "" PIEGATURA""",0.22
  ,"          PROG  "" PROGETTAZIONE""",0.33
  ,"     25/676  ""ARE SRL""",0.7
  ,"          PROG  "" PROGETTAZIONE""",0.7
